lon,lat
-20.32433963,11.10813796
-20.31997692,11.1086833
-20.31670489,11.10977398
-20.31343286,11.11086465
-20.31016083,11.11140999
-20.30688879,11.11195533
-20.30361676,11.11304601
-20.30034473,11.11468202
-20.2970727,11.11522736
-20.29380067,11.11631804
-20.2899833,11.11631804
-20.28671127,11.11686338
-20.2828939,11.11686338
-20.27907653,11.11686338
-20.27525916,11.11686338
-20.27144179,11.11686338
-20.26816976,11.11740872
-20.26435239,11.11740872
-20.26108036,11.11849939
-20.25780833,11.11904473
-20.2545363,11.12013541
-20.25126426,11.12122609
-20.24799223,11.1228621
-20.2447202,11.12449812
-20.24144817,11.12613413
-20.23817614,11.12777015
-20.23490411,11.12940616
-20.23163208,11.13104218
-20.22836005,11.13322353
-20.22508802,11.13485955
-20.22181598,11.13540489
-20.21854395,11.13595023
-20.21527192,11.1370409
-20.21199989,11.13867692
-20.20872786,11.14085827
-20.20545583,11.14140361
-20.2021838,11.14194895
-20.19891177,11.14249429
-20.1950944,11.14303963
-20.19182236,11.14358497
-20.18855033,11.1441303
-20.18473296,11.14467564
-20.18091559,11.14467564
-20.17764356,11.1441303
-20.17382619,11.1441303
-20.17055416,11.14522098
-20.16728213,11.14576632
-20.1640101,11.14631166
-20.16073807,11.14576632
-20.15746604,11.14467564
-20.15419401,11.1441303
-20.15037664,11.1441303
-20.14655927,11.1441303
-20.14328724,11.14358497
-20.13946987,11.14358497
-20.1356525,11.14358497
-20.13183513,11.14358497
-20.12801776,11.14358497
-20.12474573,11.1441303
-20.12147369,11.14467564
-20.11820166,11.14522098
-20.11492963,11.14576632
-20.1116576,11.14631166
-20.10838557,11.146857
-20.10511354,11.14740234
-20.10184151,11.14849301
-20.09856948,11.15012903
-20.09529744,11.15121971
-20.09202541,11.15176504
-20.08875338,11.15231038
-20.08548135,11.15176504
-20.08220932,11.15067437
-20.07839195,11.15067437
-20.07511992,11.15121971
-20.07184789,11.15231038
-20.06803052,11.15231038
-20.06421315,11.15285572
-20.06094112,11.15340106
-20.05712375,11.15340106
-20.05385172,11.1539464
-20.05057968,11.15449174
-20.04676232,11.15449174
-20.04294495,11.15449174
-20.03912758,11.15449174
-20.03585554,11.1539464
-20.03203817,11.1539464
-20.02876614,11.15340106
-20.02549411,11.15231038
-20.02222208,11.15176504
-20.01895005,11.15121971
-20.01513268,11.15121971
-20.01131531,11.15067437
-20.00804328,11.15012903
-20.00477125,11.14849301
-20.00149922,11.146857
-19.99877252,11.14467564
-19.99604583,11.14249429
-19.9927738,11.14140361
-19.98895643,11.14140361
-19.98513906,11.14140361
-19.98295771,11.13867692
-19.98132169,11.13540489
-19.97914034,11.1326782
-19.97641364,11.13049684
-19.97314161,11.12831549
-19.96986958,11.12722481
-19.96659755,11.12777015
-19.96387086,11.1299515
-19.96059883,11.13104218
-19.9573268,11.13213286
-19.95350943,11.13213286
-19.94969206,11.1326782
-19.94642003,11.13431421
-19.94314799,11.13540489
-19.93987596,11.13485955
-19.93605859,11.13485955
-19.93224122,11.13485955
-19.92842385,11.13485955
-19.92460648,11.13376887
-19.92133445,11.1326782
-19.91806242,11.13158752
-19.91588107,11.12886083
-19.91260904,11.12777015
-19.90933701,11.12831549
-19.90606497,11.12940616
-19.90279294,11.12886083
-19.89952091,11.12777015
-19.89624888,11.12722481
-19.89297685,11.12777015
-19.88970482,11.12722481
-19.88643279,11.12667947
-19.88261542,11.12667947
-19.87934339,11.12777015
-19.87607135,11.12831549
-19.87225398,11.12831549
-19.86898195,11.12777015
-19.86570992,11.12722481
-19.86189255,11.12722481
-19.85862052,11.12777015
-19.85480315,11.12777015
-19.85153112,11.12831549
-19.84825909,11.12940616
-19.84498706,11.13104218
-19.84171503,11.13213286
-19.838443,11.1326782
-19.83517096,11.13322353
-19.83189893,11.13376887
-19.8286269,11.13431421
-19.82699089,11.13758624
-19.82535487,11.14085827
-19.82208284,11.14140361
-19.81826547,11.14140361
-19.81499344,11.14031293
-19.81172141,11.1397676
-19.80790404,11.1397676
-19.80408667,11.14140361
-19.80081464,11.14194895
-19.79699727,11.14194895
-19.7931799,11.14194895
-19.78936253,11.14194895
-19.78554516,11.14194895
-19.78172779,11.14194895
-19.77736508,11.14194895
-19.77354771,11.14194895
-19.76973034,11.14194895
-19.76591297,11.14194895
-19.7620956,11.14194895
-19.75773289,11.14140361
-19.75391552,11.14140361
-19.75064349,11.14085827
-19.74682612,11.14085827
-19.74300875,11.14085827
-19.73973672,11.14031293
-19.73646469,11.1397676
-19.73319266,11.13922226
-19.72992063,11.13867692
-19.7266486,11.13813158
-19.72337657,11.1370409
-19.72010453,11.13595023
-19.7168325,11.13540489
-19.71356047,11.13322353
-19.71083378,11.13104218
-19.70810709,11.12886083
-19.70483506,11.12722481
-19.70210836,11.12504346
-19.69883633,11.12340744
-19.6955643,11.12177142
-19.69283761,11.11904473
-19.69065625,11.11631804
-19.68792956,11.11413668
-19.68520287,11.11195533
-19.68193084,11.11031932
-19.67920414,11.10813796
-19.67647745,11.10541127
-19.67375076,11.10322991
-19.67156941,11.10050322
-19.66938805,11.09777653
-19.66666136,11.09559517
-19.66393467,11.09286848
-19.66120797,11.09068713
-19.65848128,11.08796044
-19.65575459,11.08577908
-19.65357323,11.08305239
-19.65139188,11.0803257
-19.6503012,11.07705366
-19.64811985,11.07378163
-19.64648383,11.0705096
-19.64539316,11.06723757
-19.64375714,11.06396554
-19.6432118,11.06069351
-19.64266646,11.05742148
-19.64048511,11.05469478
-19.63830375,11.05196809
-19.63503172,11.05033208
-19.63175969,11.0492414
-19.62848766,11.04869606
-19.62521563,11.04815072
-19.6219436,11.04706005
-19.61867157,11.04487869
-19.61594487,11.04269734
-19.61376352,11.03997064
-19.61103683,11.03724395
-19.6077648,11.03560794
-19.6050381,11.03342658
-19.60176607,11.03179057
-19.59849404,11.03124523
-19.59522201,11.02906387
-19.59249532,11.02688252
-19.58976863,11.02470117
-19.58649659,11.02251981
-19.58322456,11.02197447
-19.58049787,11.01979312
-19.57831652,11.01706643
-19.57558982,11.01488507
-19.57231779,11.01433973
-19.5695911,11.01215838
-19.56740975,11.00943169
-19.56468305,11.00725033
-19.56195636,11.00452364
-19.55977501,11.00179695
-19.55650297,10.99961559
-19.55323094,10.99907025
-19.54995891,10.99852492
-19.54668688,10.99797958
-19.54341485,10.99907025
-19.54014282,11.00016093
-19.53687079,11.00125161
-19.53305342,11.00125161
-19.52923605,11.00179695
-19.52596402,11.00288762
-19.52269199,11.00343296
-19.51887462,11.0039783
-19.51560258,11.00452364
-19.51233055,11.00561432
-19.50851318,11.00561432
-19.50524115,11.00506898
-19.50196912,11.0039783
-19.49869709,11.00343296
-19.49542506,11.00288762
-19.49215303,11.00179695
-19.488881,11.00070627
-19.48669964,10.99961559
-19.48288227,10.99961559
-19.47851956,10.99961559
-19.47524753,11.00016093
-19.4719755,11.00070627
-19.46815813,11.00070627
-19.46434076,11.00070627
-19.46106873,11.00125161
-19.4577967,11.00070627
-19.45452467,11.00016093
-19.45125264,10.99907025
-19.44798061,10.99797958
-19.44470858,10.9968889
-19.44143654,10.99579822
-19.43816451,10.99361687
-19.43489248,10.99198085
-19.43216579,10.9897995
-19.42889376,10.98816348
-19.42616707,10.98598213
-19.42289503,10.98434611
-19.42016834,10.98216476
-19.41689631,10.98107408
-19.41307894,10.97998341
-19.40980691,10.97889273
-19.40653488,10.97834739
-19.40326285,10.97671137
-19.39999082,10.9756207
-19.39617345,10.9756207
-19.39181074,10.97398468
-19.38908405,10.97180333
-19.38581201,10.96962197
-19.38253998,10.9685313
-19.37926795,10.96798596
-19.37599592,10.96689528
-19.37272389,10.96525927
-19.36945186,10.96362325
-19.36617983,10.96307791
-19.3629078,10.96253257
-19.35909043,10.96253257
-19.3558184,10.96198723
-19.35254636,10.9614419
-19.34872899,10.9614419
-19.34491162,10.9614419
